,entity_lang,entity_txt,entity_ids,sitelinks
148,en,1901-02 british home championship,['Q29908'],[8]
149,en,1901–02 british home championship,['Q29908'],[8]
150,en,1910s,['Q36585'],[109]
151,en,1912-13 british home championship,['Q29890'],[8]
152,en,1912–13 british home championship,['Q29890'],[8]
153,en,1920-21 british home championship,['Q29825'],[8]
154,en,1920–21 british home championship,['Q29825'],[8]
155,en,1921-22 british home championship,['Q29906'],[6]
156,en,1921–22 british home championship,['Q29906'],[6]
157,en,1923-24 british home championship,['Q29899'],[5]
158,en,1923–24 british home championship,['Q29899'],[5]
159,en,1924-25 british home championship,['Q29900'],[5]
160,en,1924–25 british home championship,['Q29900'],[5]
161,en,1927 chess olympiad,['Q8483'],[27]
162,en,1936–1939 arab revolt in palestine,['Q46057'],[29]
163,en,1936–39 arab revolt in palestine,['Q46057'],[29]
164,en,194 bc,['Q46323'],[83]
165,en,194 bce,['Q46323'],[83]
166,en,1940 winter olympics,['Q9607'],[46]
167,en,1944 winter olympics,['Q9613'],[45]
168,en,1956 winter olympics,['Q9632'],[71]
169,en,1960 belgian grand prix,['Q20884'],[20]
170,en,1960 winter olympics,['Q9634'],[68]
171,en,1967 campeonato profesional,['Q4708'],[8]
172,en,1968 winter olympics,['Q9642'],[69]
173,en,1970,['Q2474'],[203]
174,en,1973,['Q2477'],[205]
175,en,1980 world rally championship season,['Q19017'],[17]
176,en,1980 wrc,['Q19017'],[17]
177,en,1982-83 cypriot cup,['Q28906'],[5]
178,en,1982–83 cypriot cup,['Q28906'],[5]
179,en,1983 tb,['Q18944'],[44]
180,en,1985 european basketball championship,['Q33688'],[25]
181,en,1986-87 cypriot cup,['Q28039'],[5]
182,en,1986–87 cypriot cup,['Q28039'],[5]
183,en,1988-89 greek cup,['Q27950'],[5]
184,en,1988–89 greek cup,['Q27950'],[5]
185,en,1991 royal rumble,['Q36182'],[11]
186,en,1991 spanish local elections,['Q28380'],[5]
187,en,1991-92 greek cup,['Q27942'],[5]
188,en,1991–92 greek cup,['Q27942'],[5]
189,en,1992 olympics,['Q8488'],[87]
190,en,1992 summer olympics,['Q8488'],[87]
191,en,1993,['Q2065'],[207]
192,en,1996,['Q2070'],[209]
193,en,1997-98 greek cup,['Q28712'],[5]
194,en,1997–98 greek cup,['Q28712'],[5]
195,en,1999,['Q2091'],[212]
196,en,1999 hx11,['Q15595'],[23]
197,en,19th of march,['Q2424'],[215]
198,en,1h,['Q556'],[222]
199,en,1h+,['Q2294'],[150]
200,en,1rxs j211837.1+623513,['Q13259'],[34]
201,en,1st chess olympiad,['Q8483'],[27]
202,en,1st of july,['Q2700'],[212]
203,en,1st of november,['Q2997'],[214]
204,en,1st of september,['Q2859'],[212]
205,en,1st season of family guy,['Q38374'],[13]
206,en,1st visual effects society awards,['Q8390'],[4]
207,en,2 january,['Q2151'],[228]
208,en,2 september,['Q2857'],[210]
209,en,2-amino-2-methyl-1-propanol,['Q32703'],[10]
210,en,2-amino-2-methylpropan-1-ol,['Q32703'],[10]
211,en,2-aminoisobutanol,['Q32703'],[10]
212,en,2-language sign,['Q29079'],[19]
213,en,2-propanone,['Q49546'],[74]
214,en,20 november,['Q3024'],[212]
215,en,20 tauri,['Q13434'],[27]
216,en,20-epi-cholesterol,['Q43656'],[101]
217,en,20-iso-cholesterol,['Q43656'],[101]
218,en,200 bc,['Q43306'],[82]
219,en,200 bce,['Q43306'],[82]
220,en,2002,['Q1987'],[214]
221,en,2002 venezuelan coup attempt,['Q8807'],[17]
222,en,2002 venezuelan coup d'état attempt,['Q8807'],[17]
223,en,2003 austrian grand prix,['Q15608'],[22]
224,en,2004 summer olympics,['Q8558'],[92]
225,en,2004-05 greek cup,['Q27917'],[8]
226,en,2004–05 greek cup,['Q27917'],[8]
227,en,2005,['Q2019'],[239]
228,en,2006 olympic winter games,['Q9672'],[90]
229,en,2006 p1,['Q4705'],[34]
230,en,2006 venezuelan presidential election,['Q8758'],[11]
231,en,2006 winter olympics,['Q9672'],[90]
232,en,2006 winter olympics in turin italy,['Q9672'],[90]
233,en,"2006 winter olympics in turin, italy",['Q9672'],[90]
234,en,2006 úrvalsdeild,['Q24406'],[12]
235,en,2006-07 cypriot cup,['Q28275'],[6]
236,en,2006–07 cypriot cup,['Q28275'],[6]
237,en,2006–07 fis alpine ski world cup,['Q5164'],[17]
238,en,2007 alpine skiing world cup,['Q5164'],[17]
239,en,2008 united states presidential election,['Q45578'],[77]
240,en,2008 us presidential election,['Q45578'],[77]
241,en,2008-09 ethiopian premier league,['Q48746'],[5]
242,en,2008–09 ethiopian premier league,['Q48746'],[5]
243,en,2009,['Q1996'],[250]
244,en,2009 abu dhabi grand prix,['Q11912'],[32]
245,en,2009-10 greek cup,['Q27954'],[7]
246,en,2009–10 greek cup,['Q27954'],[7]
247,en,2011-10,['Q46075'],[59]
248,en,2012 london olympics,['Q8577'],[128]
249,en,2012 olympics,['Q8577'],[128]
250,en,2012 rhythmic gymnastics european championships,['Q3190'],[7]
251,en,2012 spengler cup,['Q38943'],[11]
252,en,2012 summer olympics,['Q8577'],[128]
253,en,2012 ukrainian parliamentary election,"['Q4358', 'Q4358']","[18, 18]"
254,en,2012-13 uae president's cup,['Q43912'],[3]
255,en,2012–13 uae president's cup,['Q43912'],[3]
256,en,2025,['Q49616'],[101]
257,en,2025 ad,['Q49616'],[101]
258,en,2025 ce,['Q49616'],[101]
259,en,2050,['Q49925'],[57]
260,en,20bfh-cholest-5-en-3b-ol,['Q43656'],[101]
261,en,20th of november,['Q3024'],[212]
262,en,2127 tanya,['Q48411'],[32]
263,en,216 bc,['Q47347'],[80]
264,en,216 bce,['Q47347'],[80]
265,en,2165 young,['Q26775'],[31]
266,en,218 bc,['Q47177'],[81]
267,en,218 bce,['Q47177'],[81]
268,en,22 aquarii,['Q13243'],[27]
269,en,22 december,['Q2636'],[207]
270,en,22 march,['Q2435'],[213]
271,en,22 november,['Q3025'],[212]
272,en,22 september,['Q2889'],[207]
273,en,22nd of december,['Q2636'],[207]
274,en,22nd of march,['Q2435'],[213]
275,en,22nd of november,['Q3025'],[212]
276,en,22nd of september,['Q2889'],[207]
277,en,22ti,['Q716'],[157]
278,en,23 august,['Q2821'],[203]
279,en,23 january,['Q2276'],[221]
280,en,23 june,['Q2668'],[207]
281,en,231 bc,['Q45437'],[78]
282,en,231 bce,['Q45437'],[78]
283,en,234 bc,['Q25361'],[84]
284,en,234 bce,['Q25361'],[84]
285,en,234bc,['Q25361'],[84]
286,en,23rd of august,['Q2821'],[203]
287,en,23rd of january,['Q2276'],[221]
288,en,23rd of june,['Q2668'],[207]
289,en,23v,['Q722'],[149]
290,en,24 orionis,['Q13066'],[51]
291,en,244 bc,['Q35589'],[78]
292,en,244 bce,['Q35589'],[78]
293,en,25 june,['Q2662'],[208]
294,en,252 bc,['Q35547'],[77]
295,en,252 bce,['Q35547'],[77]
296,en,253 bc,['Q35522'],[76]
297,en,253 bce,['Q35522'],[76]
298,en,255 bc,['Q35605'],[76]
299,en,255 bce,['Q35605'],[76]
300,en,25th of june,['Q2662'],[208]
301,en,26 bc,['Q41145'],[90]
302,en,26 bce,['Q41145'],[90]
303,en,26 persei,['Q13080'],[62]
304,en,27 december,['Q2800'],[206]
305,en,27 september,['Q2884'],[205]
306,en,275 bc,['Q46137'],[78]
307,en,275 bce,['Q46137'],[78]
308,en,27th century,['Q49841'],[27]
309,en,27th of december,['Q2800'],[206]
310,en,27th of september,['Q2884'],[205]
311,en,27th-century,['Q49841'],[27]
312,en,28 february,['Q2362'],[219]
313,en,28 october,['Q2952'],[212]
314,en,28 september,['Q2883'],[207]
315,en,28978 ixion,['Q15591'],[43]
316,en,28th of february,['Q2362'],[219]
317,en,28th of october,['Q2952'],[212]
318,en,28th of september,['Q2883'],[207]
319,en,28th rhythmic gymnastics european championships,['Q3190'],[7]
320,en,29 november,['Q3016'],[212]
321,en,29th century,['Q49843'],[27]
322,en,29th of november,['Q3016'],[212]
323,en,29th-century,['Q49843'],[27]
324,en,2:3-resonant tno,['Q6599'],[41]
325,en,2:3-resonant trans-neptunian object,['Q6599'],[41]
326,en,2nd millennium,['Q25860'],[91]
327,en,2nd of january,['Q2151'],[228]
328,en,2nd of september,['Q2857'],[210]
329,en,2nd world war,['Q362'],[265]
330,en,2nd-millennium,['Q25860'],[91]
331,en,3 kings,['Q51671'],[78]
332,en,3 magi,['Q51671'],[78]
333,en,3 september,['Q2860'],[208]
334,en,3 wise men,['Q51671'],[78]
335,en,3/22,['Q2435'],[213]
336,en,30 december,['Q2901'],[206]
337,en,300 bc,['Q47353'],[79]
338,en,300 bce,['Q47353'],[79]
339,en,30th of december,['Q2901'],[206]
340,en,31 andromedae,['Q13061'],[20]
341,en,31 july,['Q2715'],[208]
342,en,31st of july,['Q2715'],[208]
343,en,3200 phaethon,['Q18944'],[44]
344,en,336,['Q32101'],[120]
345,en,338,['Q32415'],[118]
346,en,34 cygni,['Q13771'],[22]
347,en,34th berlin international film festival,['Q32166'],[8]
348,en,36 boötis,['Q13255'],[27]
349,en,38 spl,['Q24634'],[22]
350,en,38083 rhadamanthus,['Q15595'],[23]
351,en,39th president of the united states,['Q23685'],[172]
352,en,3beta-hydroxycholest-5-ene,['Q43656'],[101]
353,en,3o sector,['Q55638'],[46]
354,en,3rd of september,['Q2860'],[208]
355,en,3º sector,['Q55638'],[46]
356,en,4 march,['Q2396'],[221]
357,en,4 plus,['Q25459'],[3]
358,en,4+,['Q25459'],[3]
359,en,40 herculis,['Q13341'],[20]
360,en,41 sagittarii,['Q14044'],[19]
361,en,419,['Q32386'],[116]
362,en,42 bc,['Q4201'],[92]
363,en,42 bce,['Q4201'],[92]
364,en,42bc,['Q4201'],[92]
365,en,433 eros,['Q16711'],[70]
366,en,4443 paulet,['Q19098'],[23]
367,en,456 bc,['Q25493'],[77]
368,en,456 bce,['Q25493'],[77]
369,en,47 bc,['Q4209'],[92]
370,en,47 bce,['Q4209'],[92]
371,en,47bc,['Q4209'],[92]
372,en,48 bc,['Q41143'],[89]
373,en,48 bce,['Q41143'],[89]
374,en,4th of march,['Q2396'],[221]
375,en,5 february,['Q2319'],[220]
376,en,5 june,['Q2622'],[206]
377,en,5 october,['Q2930'],[213]
378,en,5-cholesten-3b-ol,['Q43656'],[101]
379,en,5-cholesten-3beta-ol,['Q43656'],[101]
380,en,500 miles at indianapolis,['Q8032'],[42]
381,en,51sb,['Q1099'],[145]
382,en,53 cygni,['Q13328'],[27]
383,en,54 bc,['Q41344'],[89]
384,en,54 bce,['Q41344'],[89]
385,en,567 bc,['Q28577'],[54]
386,en,567 bce,['Q28577'],[54]
387,en,56th us presidential election,['Q45578'],[77]
388,en,58 orionis,['Q12124'],[90]
389,en,59,['Q12661'],[97]
390,en,5:6-cholesten-3-ol,['Q43656'],[101]
391,en,5:6-cholesten-3beta-ol,['Q43656'],[101]
392,en,5th of february,['Q2319'],[220]
393,en,5th of june,['Q2622'],[206]
394,en,5th of october,['Q2930'],[213]
395,en,6 october,['Q2928'],[209]
396,en,64gd,['Q1832'],[130]
397,en,65,['Q28270'],[32]
398,en,65 aquilae,['Q15825'],[16]
399,en,65 herculis,['Q13347'],[18]
400,en,6533 giuseppina,['Q38625'],[19]
401,en,66 bc,['Q42421'],[84]
402,en,66 bce,['Q42421'],[84]
403,en,69,['Q30203'],[128]
404,en,6th of october,['Q2928'],[209]
405,en,7 pillars,['Q24323'],[19]
406,en,7 pillars of wisdom,['Q24323'],[19]
407,en,739 auc,['Q4101'],[94]
408,en,747-8,['Q8791'],[39]
409,en,76,['Q24845'],[124]
410,en,76 ad,['Q24845'],[124]
411,en,761 auc,['Q23348'],[144]
412,en,78pt,['Q880'],[151]
413,en,7th visual effects society awards,['Q8497'],[4]
414,en,7tm receptors,['Q38173'],[41]
415,en,8,['Q23348'],[144]
416,en,8 1/2,['Q12018'],[56]
417,en,8 ad,['Q23348'],[144]
418,en,8 august,['Q2780'],[205]
419,en,8 bc,['Q39166'],[95]
420,en,8 bce,['Q39166'],[95]
421,en,8 december,['Q2301'],[208]
422,en,85,['Q24836'],[123]
423,en,85 ad,['Q24836'],[123]
424,en,86th spengler cup,['Q38943'],[11]
425,en,8th of august,['Q2780'],[205]
426,en,8th of december,['Q2301'],[208]
427,en,8th visual effects society awards,['Q8499'],[4]
428,en,8½,['Q12018'],[56]
429,en,9 january,['Q2238'],[222]
430,en,9-11 conspiracy theories,['Q22763'],[38]
431,en,9-11 domestic conspiracy theory,['Q22763'],[38]
432,en,9.1×29mmr,['Q24634'],[22]
433,en,"9/11 ""domestic complicity"" theories",['Q22763'],[38]
434,en,9/11 alternative theories,['Q22763'],[38]
435,en,9/11 bush administration complicity theory,['Q22763'],[38]
436,en,9/11 complicity theories,['Q22763'],[38]
437,en,9/11 complicity theory,['Q22763'],[38]
438,en,9/11 conspiracy,['Q22763'],[38]
439,en,9/11 conspiracy theories,['Q22763'],[38]
440,en,9/11 domestic complicity allegations,['Q22763'],[38]
441,en,9/11 domestic complicity theories,['Q22763'],[38]
442,en,9/11 domestic complicity theory,['Q22763'],[38]
443,en,9/11 domestic conspiracy theories,['Q22763'],[38]
444,en,9/11 domestic conspiracy theory,['Q22763'],[38]
445,en,9/11 u.s. complicity theories,['Q22763'],[38]
446,en,911 conspiracy theories,['Q22763'],[38]
447,en,911 conspiracy theory,['Q22763'],[38]
448,en,9957 raffaellosanti,['Q31912'],[20]
449,en,9th of january,['Q2238'],[222]
450,en,9th symphony,['Q11989'],[62]
451,en,9x29mmr,['Q24634'],[22]
452,en,9×29.5mmr,['Q24634'],[22]
453,en,9×29mmr,['Q24634'],[22]
454,en,?,['Q51269'],[7]
455,en,?\,['Q49751'],[28]
456,en,@chicagotribune,['Q47596'],[51]
457,en,@nytimes,['Q9684'],[111]
458,en,[c(h)no],['Q45143'],[33]
459,en,[ch(no)],['Q45143'],[33]
460,en,a 113,['Q17019'],[14]
461,en,a 261,['Q17038'],[11]
462,en,a 37,['Q10803'],[18]
463,en,a 540,['Q17057'],[9]
464,en,a 542,['Q17058'],[9]
465,en,a 562,['Q17065'],[11]
466,en,a 6,['Q9016'],[24]
467,en,a 623,['Q17073'],[9]
468,en,a 63,['Q10829'],[15]
469,en,a 65,['Q10833'],[15]
470,en,a 659,['Q17081'],[9]
471,en,a 671,['Q17083'],[11]
472,en,a 73,['Q10844'],[16]
473,en,a 93,['Q10848'],[18]
474,en,a 94,['Q10849'],[15]
475,en,a del sarte,['Q5571'],[57]
476,en,a del sarto,['Q5571'],[57]
477,en,a durer,['Q5580'],[173]
478,en,a orebaugh,['Q14101'],[3]
479,en,a p j abdul kalam,['Q9513'],[92]
480,en,a with circumflex,['Q9985'],[33]
481,en,a with tilde,['Q10012'],[34]
482,en,a&#160;94,['Q10849'],[15]
483,en,a&m,['Q49212'],[40]
484,en,a-10,['Q32472'],[8]
485,en,a-10 conference,['Q32472'],[8]
486,en,a-circumflex,['Q9985'],[33]
487,en,a.,['Q9655'],[97]
488,en,a. borgognone,['Q7789'],[12]
489,en,a. cl. debussy,['Q4700'],[123]
490,en,a. d.,['Q5580'],[173]
491,en,a. d. sarto,['Q5571'],[57]
492,en,a. de sarto,['Q5571'],[57]
493,en,a. del sarte,['Q5571'],[57]
494,en,a. del sarto,"['Q5571', 'Q5571']","[57, 57]"
495,en,a. del serto,['Q5571'],[57]
496,en,a. delsarte,['Q5571'],[57]
497,en,a. delsarto,['Q5571'],[57]
498,en,a. di messina,['Q5594'],[56]
499,en,a. di sarto,['Q5571'],[57]
500,en,a. durer,['Q5580'],[173]
501,en,a. durerus,['Q5580'],[173]
502,en,a. duri,['Q5580'],[173]
503,en,a. durre,['Q5580'],[173]
504,en,a. duru,['Q5580'],[173]
505,en,a. duur,['Q5580'],[173]
506,en,a. duurer,['Q5580'],[173]
507,en,a. dürer,['Q5580'],[173]
508,en,a. dürre,['Q5580'],[173]
509,en,a. dürrer,['Q5580'],[173]
510,en,a. mellifera,['Q30034'],[100]
511,en,a. o. scott,['Q38351'],[21]
512,en,a. orebaugh,['Q14101'],[3]
513,en,a. p. j. abdul kalam,['Q9513'],[92]
514,en,a. vanucchi or del sarto,['Q5571'],[57]
515,en,a.b. duur,['Q5580'],[173]
516,en,a.c. fiorentina,['Q2052'],[83]
517,en,a.c. siena,['Q2756'],[48]
518,en,a.c.f. fiorentina,['Q2052'],[83]
519,en,a.c.f.fiorentina,['Q2052'],[83]
520,en,a.c.n. siena 1904,['Q2756'],[48]
521,en,a.d. sarto,['Q5571'],[57]
522,en,a.p.j abdul kalam,['Q9513'],[92]
523,en,a01,['Q8477'],[8]
524,en,a1 grand prix von österreich,['Q15608'],[22]
525,en,a: del sarto,['Q5571'],[57]
526,en,a: durer,['Q5580'],[173]
527,en,aasax,['Q56620'],[16]
528,en,aasáx,['Q56620'],[16]
529,en,aavso 0549+07,['Q12124'],[90]
530,en,abasin kohistani,['Q33399'],[17]
531,en,abbotsinch airport,['Q8721'],[42]
532,en,abdul kalam,['Q9513'],[92]
533,en,abdul lateef jandali,['Q19837'],[211]
534,en,abdul rashid salim salman khan,['Q9543'],[92]
535,en,abel kiprop mutai,['Q1681'],[15]
536,en,abel mutai,['Q1681'],[15]
537,en,above the war,['Q38383'],[65]
538,en,abron,['Q34831'],[19]
539,en,abu al-qasim ibn 'abd allah ibn 'abd al-muttalib ibn hashim,['Q9458'],[246]
540,en,abu nuvos,['Q5670'],[138]
541,en,abu nuwas,['Q5670'],[138]
542,en,abu'l-qasim,['Q9458'],[246]
543,en,abujmaria,['Q27602'],[12]
544,en,abujmaria language,['Q27602'],[12]
545,en,abukeia language,['Q56685'],[10]
546,en,abul pakiz jainulabdeen abdul kalam,['Q9513'],[92]
547,en,abū nuwās,['Q5670'],[138]
548,en,abū nuwās al-ḥasan ibn hānī al-ḥakamī,['Q5670'],[138]
549,en,ac fiorentina,['Q2052'],[83]
550,en,ac siena,['Q2756'],[48]
551,en,acetone,['Q49546'],[74]
552,en,acf fiorentina,['Q2052'],[83]
553,en,achille claude debussy,['Q4700'],[123]
554,en,achille-claude,['Q4700'],[123]
555,en,achille-claude debussy,['Q4700'],[123]
556,en,achilles,['Q41746'],[103]
557,en,achilleus,['Q41746'],[103]
558,en,achintya,"['Q11378', 'Q11380']","[129, 117]"
559,en,aci-realë,['Q19319'],[72]
560,en,acireale,['Q19319'],[72]
561,en,acker bilk,['Q45610'],[25]
562,en,acky,['Q35429'],[20]
563,en,aclens,['Q30986'],[23]
564,en,aclens vd,['Q30986'],[23]
565,en,acn siena 1904,['Q2756'],[48]
566,en,acquired myasthenia,['Q8285'],[60]
567,en,action française,['Q49629'],[37]
568,en,aculeates,['Q22864'],[49]
569,en,ad 69,['Q30203'],[128]
570,en,"adalbert i, duke of teck",['Q25034'],[9]
571,en,adama,['Q11380'],[117]
572,en,adbhuta,['Q11380'],[117]
573,en,addiction,['Q12029'],[99]
574,en,adele,['Q27740'],[19]
575,en,adele language,['Q27740'],[19]
576,en,adelida,['Q45465'],[11]
577,en,adeliza,['Q45465'],[11]
578,en,adeliza de normandie,['Q45465'],[11]
579,en,adelsarto,['Q5571'],[57]
580,en,ademar de chabannes,['Q4267'],[23]
581,en,adeos ii,['Q14933'],[10]
582,en,adhaata,['Q11380'],[117]
583,en,adherent of hinduism,['Q10090'],[36]
584,en,adhoksaja,['Q11380'],[117]
585,en,adhémar de chabannes,['Q4267'],[23]
586,en,administrative language,['Q23492'],[159]
587,en,adobe,['Q11463'],[82]
588,en,adobe inc.,['Q11463'],[82]
589,en,adobe systems,['Q11463'],[82]
590,en,adrea del sarto,['Q5571'],[57]
591,en,adrian del sarto,['Q5571'],[57]
592,en,adrianus schenk,['Q41522'],[25]
593,en,adulthood,['Q18000'],[51]
594,en,advanced earth observing satellite 2,['Q14933'],[10]
595,en,advanced land observation satellite,['Q49480'],[16]
596,en,advanced land observing satellite,['Q49480'],[16]
597,en,adventures in baby-getting,['Q48697'],[10]
598,en,adémar de chabannes,['Q4267'],[23]
599,en,ae,['Q878'],[288]
600,en,aecidium anchusae,['Q24268'],[11]
601,en,aecidium aquilegiae,['Q24268'],[11]
602,en,aecidium asperifolii,['Q24268'],[11]
603,en,aecidium clematidis,['Q24268'],[11]
604,en,aecidium hellebori,['Q24268'],[11]
605,en,aecidium thalictri,['Q24268'],[11]
606,en,aegaeon,['Q17762'],[42]
607,en,aegerisee,['Q14507'],[21]
608,en,aeiparthénon,['Q46953'],[23]
609,en,aelbert duur,['Q5580'],[173]
610,en,aelbregt duur,['Q5580'],[173]
611,en,aercam sprint,['Q14942'],[5]
612,en,aerial vehicle,['Q11436'],[105]
613,en,aerobion,['Q21139'],[26]
614,en,aerodramus bartschi,['Q27581'],[18]
615,en,aerodramus fuciphagus,['Q31801'],[34]
616,en,aerodramus infuscatus,['Q27542'],[20]
617,en,aerodramus maximus,['Q27459'],[30]
618,en,aerodramus pelewensis,['Q27456'],[20]
619,en,aeromar,['Q53082'],[12]
620,en,aetolia,['Q26857'],[37]
621,en,aetolian expedition,['Q26857'],[37]
622,en,"af soomaali, somali",['Q13275'],[103]
623,en,african clawless otter,['Q46148'],[42]
624,en,african lion,['Q140'],[249]
625,en,afrikanische konferenz,['Q13582'],[53]
626,en,agb,['Q50089'],[35]
627,en,age of legal capacity,['Q18000'],[51]
